step_or_iteration,tag,value
6460,train/policy_loss,2.699152946472168
6470,train/policy_loss,2.6223843097686768
6480,train/policy_loss,2.576101779937744
6490,train/policy_loss,2.602097511291504
6500,train/policy_loss,2.7325079441070557
6510,train/policy_loss,2.701878547668457
6520,train/policy_loss,2.5467076301574707
6530,train/policy_loss,2.6361379623413086
6540,train/policy_loss,2.6255691051483154
6550,train/policy_loss,2.6216795444488525
6560,train/policy_loss,2.6390366554260254
6570,train/policy_loss,2.7488956451416016
6580,train/policy_loss,2.680233955383301
6590,train/policy_loss,2.569704532623291
6600,train/policy_loss,2.661367654800415
6610,train/policy_loss,2.7203502655029297
6620,train/policy_loss,2.6630806922912598
6630,train/policy_loss,2.698594093322754
6640,train/policy_loss,2.627952814102173
6650,train/policy_loss,2.7006077766418457
6660,train/policy_loss,2.697610378265381
6670,train/policy_loss,2.7519307136535645
6680,train/policy_loss,2.7173149585723877
6690,train/policy_loss,2.665083408355713
6700,train/policy_loss,2.694047451019287
6710,train/policy_loss,2.735532283782959
6720,train/policy_loss,2.6711697578430176
6730,train/policy_loss,2.697033166885376
6740,train/policy_loss,2.7689855098724365
6750,train/policy_loss,2.5308966636657715
6760,train/policy_loss,2.690110206604004
6770,train/policy_loss,2.850799560546875
6780,train/policy_loss,2.708357810974121
6790,train/policy_loss,2.687000036239624
6800,train/policy_loss,2.5815162658691406
6810,train/policy_loss,2.7027993202209473
6820,train/policy_loss,2.5877609252929688
6830,train/policy_loss,2.654073715209961
6840,train/policy_loss,2.7109084129333496
6850,train/policy_loss,2.6026697158813477
6860,train/policy_loss,2.5792460441589355
6870,train/policy_loss,2.7158658504486084
6880,train/policy_loss,2.6553239822387695
6890,train/policy_loss,2.740151882171631
6900,train/policy_loss,2.586198568344116
6910,train/policy_loss,2.639075756072998
6920,train/policy_loss,2.6964917182922363
6930,train/policy_loss,2.538949966430664
6940,train/policy_loss,2.6205711364746094
6950,train/policy_loss,2.6718435287475586
6960,train/policy_loss,2.7074785232543945
6970,train/policy_loss,2.672943115234375
6980,train/policy_loss,2.689244508743286
6990,train/policy_loss,2.5566539764404297
7000,train/policy_loss,2.6824417114257812
7010,train/policy_loss,2.6823413372039795
7020,train/policy_loss,2.623917579650879
7030,train/policy_loss,2.5988309383392334
7040,train/policy_loss,2.8442516326904297
7050,train/policy_loss,2.586711883544922
7060,train/policy_loss,2.685391902923584
7070,train/policy_loss,2.6553139686584473
7080,train/policy_loss,2.561598777770996
7090,train/policy_loss,2.6184206008911133
7100,train/policy_loss,2.5779383182525635
7110,train/policy_loss,2.602280616760254
7120,train/policy_loss,2.666630268096924
7130,train/policy_loss,2.660674571990967
7140,train/policy_loss,2.6428062915802
7150,train/policy_loss,2.648049831390381
7160,train/policy_loss,2.6473946571350098
7170,train/policy_loss,2.6520328521728516
7180,train/policy_loss,2.599217414855957
7190,train/policy_loss,2.631835460662842
7200,train/policy_loss,2.748549222946167
7210,train/policy_loss,2.6904220581054688
7220,train/policy_loss,2.5512826442718506
7230,train/policy_loss,2.7173244953155518
7240,train/policy_loss,2.6590378284454346
7250,train/policy_loss,2.628973960876465
7260,train/policy_loss,2.6458899974823
7270,train/policy_loss,2.5898492336273193
7280,train/policy_loss,2.652301788330078
7290,train/policy_loss,2.5739245414733887
7300,train/policy_loss,2.587028741836548
7310,train/policy_loss,2.5531387329101562
7320,train/policy_loss,2.6484923362731934
7330,train/policy_loss,2.680748462677002
7340,train/policy_loss,2.560013771057129
7350,train/policy_loss,2.6513049602508545
7360,train/policy_loss,2.5807814598083496
7370,train/policy_loss,2.6037979125976562
7380,train/policy_loss,2.6694209575653076
7390,train/policy_loss,2.727334499359131
7400,train/policy_loss,2.6634633541107178
7410,train/policy_loss,2.65439510345459
7420,train/policy_loss,2.6522345542907715
7430,train/policy_loss,2.547837257385254
7440,train/policy_loss,2.681715965270996
7450,train/policy_loss,2.619147300720215
7460,train/policy_loss,2.675597667694092
7470,train/policy_loss,2.5970704555511475
7480,train/policy_loss,2.691283702850342
7490,train/policy_loss,2.641871690750122
7500,train/policy_loss,2.523003578186035
7510,train/policy_loss,2.7302398681640625
7520,train/policy_loss,2.6604602336883545
7530,train/policy_loss,2.6967830657958984
7540,train/policy_loss,2.6964831352233887
7550,train/policy_loss,2.6267731189727783
7560,train/policy_loss,2.593611717224121
7570,train/policy_loss,2.6802685260772705
7580,train/policy_loss,2.51021409034729
7590,train/policy_loss,2.6117100715637207
7600,train/policy_loss,2.632281541824341
7610,train/policy_loss,2.651060104370117
7620,train/policy_loss,2.611105442047119
7630,train/policy_loss,2.6699275970458984
7640,train/policy_loss,2.624934673309326
7650,train/policy_loss,2.6312122344970703
7660,train/policy_loss,2.6715023517608643
7670,train/policy_loss,2.730386257171631
7680,train/policy_loss,2.6401708126068115
7690,train/policy_loss,2.656217575073242
7700,train/policy_loss,2.6269915103912354
7710,train/policy_loss,2.6255884170532227
7720,train/policy_loss,2.5330591201782227
7730,train/policy_loss,2.5727005004882812
7740,train/policy_loss,2.7242252826690674
7750,train/policy_loss,2.6320431232452393
7760,train/policy_loss,2.7053961753845215
7770,train/policy_loss,2.653801202774048
7780,train/policy_loss,2.7004566192626953
7790,train/policy_loss,2.7194972038269043
7800,train/policy_loss,2.6440770626068115
7810,train/policy_loss,2.5442447662353516
7820,train/policy_loss,2.684749126434326
7830,train/policy_loss,2.567239999771118
7840,train/policy_loss,2.700251817703247
7850,train/policy_loss,2.5538949966430664
7860,train/policy_loss,2.6728668212890625
7870,train/policy_loss,2.6580722332000732
7880,train/policy_loss,2.649930000305176
7890,train/policy_loss,2.5822181701660156
7900,train/policy_loss,2.70536208152771
7910,train/policy_loss,2.6915841102600098
7920,train/policy_loss,2.501908779144287
7930,train/policy_loss,2.5997374057769775
7940,train/policy_loss,2.6204476356506348
7950,train/policy_loss,2.5389561653137207
7960,train/policy_loss,2.5439560413360596
7970,train/policy_loss,2.6505565643310547
7980,train/policy_loss,2.5676512718200684
7990,train/policy_loss,2.6122348308563232
8000,train/policy_loss,2.698314666748047
8010,train/policy_loss,2.537461280822754
8020,train/policy_loss,2.627716064453125
8030,train/policy_loss,2.744676113128662
8040,train/policy_loss,2.5194878578186035
8050,train/policy_loss,2.5679450035095215
8060,train/policy_loss,2.634422540664673
8070,train/policy_loss,2.678375720977783
8080,train/policy_loss,2.592618942260742
8090,train/policy_loss,2.69177508354187
8100,train/policy_loss,2.582190990447998
8110,train/policy_loss,2.6318554878234863
8120,train/policy_loss,2.5970630645751953
8130,train/policy_loss,2.697869300842285
8140,train/policy_loss,2.5690011978149414
8150,train/policy_loss,2.580449342727661
8160,train/policy_loss,2.6791226863861084
8170,train/policy_loss,2.5914011001586914
8180,train/policy_loss,2.624417781829834
8190,train/policy_loss,2.6611037254333496
8200,train/policy_loss,2.579397678375244
8210,train/policy_loss,2.5951590538024902
8220,train/policy_loss,2.621730089187622
8230,train/policy_loss,2.6361701488494873
8240,train/policy_loss,2.7604916095733643
8250,train/policy_loss,2.6313750743865967
8260,train/policy_loss,2.506579637527466
8270,train/policy_loss,2.6587376594543457
8280,train/policy_loss,2.6062121391296387
8290,train/policy_loss,2.6342787742614746
8300,train/policy_loss,2.62477970123291
8310,train/policy_loss,2.686253070831299
8320,train/policy_loss,2.687361001968384
8330,train/policy_loss,2.6345183849334717
8340,train/policy_loss,2.542867660522461
8350,train/policy_loss,2.5874197483062744
8360,train/policy_loss,2.6232523918151855
8370,train/policy_loss,2.6249072551727295
8380,train/policy_loss,2.5769097805023193
8390,train/policy_loss,2.5141727924346924
8400,train/policy_loss,2.5435380935668945
8410,train/policy_loss,2.636289596557617
8420,train/policy_loss,2.7648534774780273
8430,train/policy_loss,2.666013240814209
8440,train/policy_loss,2.7237539291381836
8450,train/policy_loss,2.4758949279785156
8460,train/policy_loss,2.5597004890441895
8470,train/policy_loss,2.6336312294006348
8480,train/policy_loss,2.6317391395568848
8490,train/policy_loss,2.643075942993164
8500,train/policy_loss,2.5968894958496094
8510,train/policy_loss,2.7347569465637207
8520,train/policy_loss,2.740593910217285
8530,train/policy_loss,2.7309722900390625
8540,train/policy_loss,2.5632128715515137
8550,train/policy_loss,2.5145139694213867
8560,train/policy_loss,2.7385802268981934
8570,train/policy_loss,2.6643872261047363
8580,train/policy_loss,2.613430976867676
8590,train/policy_loss,2.692246913909912
8600,train/policy_loss,2.584115505218506
8610,train/policy_loss,2.6315536499023438
8620,train/policy_loss,2.626817464828491
8630,train/policy_loss,2.654655694961548
8640,train/policy_loss,2.64351749420166
8650,train/policy_loss,2.6448781490325928
8660,train/policy_loss,2.6605279445648193
8670,train/policy_loss,2.636651039123535
8680,train/policy_loss,2.63832426071167
8690,train/policy_loss,2.6011762619018555
8700,train/policy_loss,2.722580909729004
8710,train/policy_loss,2.6056551933288574
8720,train/policy_loss,2.6718950271606445
8730,train/policy_loss,2.6245932579040527
8740,train/policy_loss,2.630863666534424
8750,train/policy_loss,2.6676483154296875
8760,train/policy_loss,2.637247085571289
8770,train/policy_loss,2.6186635494232178
8780,train/policy_loss,2.6136255264282227
8790,train/policy_loss,2.6412785053253174
8800,train/policy_loss,2.6300177574157715
8810,train/policy_loss,2.623020887374878
8820,train/policy_loss,2.5262105464935303
8830,train/policy_loss,2.652766704559326
8840,train/policy_loss,2.695662260055542
8850,train/policy_loss,2.5635881423950195
8860,train/policy_loss,2.613856554031372
8870,train/policy_loss,2.566685676574707
8880,train/policy_loss,2.727353096008301
8890,train/policy_loss,2.7423601150512695
8900,train/policy_loss,2.6514339447021484
8910,train/policy_loss,2.7430942058563232
8920,train/policy_loss,2.671607494354248
8930,train/policy_loss,2.397019147872925
8940,train/policy_loss,2.64346981048584
8950,train/policy_loss,2.6302781105041504
8960,train/policy_loss,2.5975213050842285
8970,train/policy_loss,2.6381993293762207
8980,train/policy_loss,2.678572416305542
8990,train/policy_loss,2.636308431625366
9000,train/policy_loss,2.609294891357422
9010,train/policy_loss,2.5252184867858887
9020,train/policy_loss,2.673722982406616
9030,train/policy_loss,2.6517858505249023
9040,train/policy_loss,2.639979839324951
9050,train/policy_loss,2.69653582572937
9060,train/policy_loss,2.5935239791870117
9070,train/policy_loss,2.7032933235168457
9080,train/policy_loss,2.6399197578430176
9090,train/policy_loss,2.5785155296325684
9100,train/policy_loss,2.671079635620117
9110,train/policy_loss,2.6381900310516357
9120,train/policy_loss,2.652207374572754
9130,train/policy_loss,2.703087329864502
9140,train/policy_loss,2.6348628997802734
9150,train/policy_loss,2.564732074737549
9160,train/policy_loss,2.610813617706299
9170,train/policy_loss,2.579956293106079
9180,train/policy_loss,2.697768211364746
9190,train/policy_loss,2.6463019847869873
9200,train/policy_loss,2.540666103363037
9210,train/policy_loss,2.5865068435668945
9220,train/policy_loss,2.6302459239959717
9230,train/policy_loss,2.6240298748016357
9240,train/policy_loss,2.636805534362793
9250,train/policy_loss,2.7117955684661865
9260,train/policy_loss,2.6255455017089844
9270,train/policy_loss,2.6266915798187256
9280,train/policy_loss,2.616879463195801
9290,train/policy_loss,2.589763641357422
9300,train/policy_loss,2.734283924102783
9310,train/policy_loss,2.6165828704833984
9320,train/policy_loss,2.6981396675109863
9330,train/policy_loss,2.6641130447387695
9340,train/policy_loss,2.6413185596466064
9350,train/policy_loss,2.715797185897827
9360,train/policy_loss,2.6250147819519043
9370,train/policy_loss,2.590125560760498
9380,train/policy_loss,2.5329501628875732
9390,train/policy_loss,2.555452585220337
9400,train/policy_loss,2.6477489471435547
9410,train/policy_loss,2.6393425464630127
9420,train/policy_loss,2.6716818809509277
9430,train/policy_loss,2.6300697326660156
9440,train/policy_loss,2.5789051055908203
9450,train/policy_loss,2.669590950012207
9460,train/policy_loss,2.5387115478515625
9470,train/policy_loss,2.64632511138916
9480,train/policy_loss,2.655569553375244
9490,train/policy_loss,2.671886444091797
9500,train/policy_loss,2.6504874229431152
9510,train/policy_loss,2.6867103576660156
9520,train/policy_loss,2.664771556854248
9530,train/policy_loss,2.6061863899230957
9540,train/policy_loss,2.619436264038086
9550,train/policy_loss,2.729099750518799
9560,train/policy_loss,2.539109706878662
9570,train/policy_loss,2.568101406097412
9580,train/policy_loss,2.629467010498047
9590,train/policy_loss,2.730475425720215
9600,train/policy_loss,2.5750863552093506
9610,train/policy_loss,2.5790066719055176
9620,train/policy_loss,2.627114772796631
9630,train/policy_loss,2.6551055908203125
9640,train/policy_loss,2.6095619201660156
9650,train/policy_loss,2.659257173538208
9660,train/policy_loss,2.7755680084228516
9670,train/policy_loss,2.6665501594543457
9680,train/policy_loss,2.6321964263916016
9690,train/policy_loss,2.6248040199279785
9700,train/policy_loss,2.591484546661377
9710,train/policy_loss,2.7273471355438232
9720,train/policy_loss,2.6090428829193115
9730,train/policy_loss,2.64888596534729
9740,train/policy_loss,2.487355947494507
9750,train/policy_loss,2.57841157913208
9760,train/policy_loss,2.5428099632263184
9770,train/policy_loss,2.666245460510254
9780,train/policy_loss,2.6127548217773438
9790,train/policy_loss,2.653653144836426
9800,train/policy_loss,2.5747649669647217
9810,train/policy_loss,2.7679648399353027
9820,train/policy_loss,2.648710250854492
9830,train/policy_loss,2.6512441635131836
9840,train/policy_loss,2.565268039703369
9850,train/policy_loss,2.6234078407287598
9860,train/policy_loss,2.638338088989258
9870,train/policy_loss,2.6148061752319336
9880,train/policy_loss,2.5686068534851074
9890,train/policy_loss,2.6080727577209473
9900,train/policy_loss,2.7409706115722656
9910,train/policy_loss,2.752187967300415
9920,train/policy_loss,2.6205945014953613
9930,train/policy_loss,2.682819128036499
9940,train/policy_loss,2.576632022857666
9950,train/policy_loss,2.6573989391326904
9960,train/policy_loss,2.618863582611084
9970,train/policy_loss,2.5777587890625
9980,train/policy_loss,2.751803398132324
9990,train/policy_loss,2.651630401611328
10000,train/policy_loss,2.591381549835205
10010,train/policy_loss,2.5003318786621094
10020,train/policy_loss,2.6614768505096436
10030,train/policy_loss,2.5803589820861816
10040,train/policy_loss,2.624499559402466
10050,train/policy_loss,2.680011749267578
10060,train/policy_loss,2.6406707763671875
10070,train/policy_loss,2.6247406005859375
10080,train/policy_loss,2.5955910682678223
10090,train/policy_loss,2.640655517578125
10100,train/policy_loss,2.6658220291137695
10110,train/policy_loss,2.636613368988037
10120,train/policy_loss,2.7529873847961426
10130,train/policy_loss,2.701643228530884
10140,train/policy_loss,2.60945200920105
10150,train/policy_loss,2.6469759941101074
10160,train/policy_loss,2.7301583290100098
10170,train/policy_loss,2.6358020305633545
10180,train/policy_loss,2.6748344898223877
10190,train/policy_loss,2.682112693786621
10200,train/policy_loss,2.640632390975952
10210,train/policy_loss,2.696765184402466
10220,train/policy_loss,2.6061654090881348
10230,train/policy_loss,2.544156789779663
10240,train/policy_loss,2.5987865924835205
10250,train/policy_loss,2.6676855087280273
10260,train/policy_loss,2.704441785812378
10270,train/policy_loss,2.5949413776397705
10280,train/policy_loss,2.589698314666748
10290,train/policy_loss,2.618797779083252
10300,train/policy_loss,2.6159090995788574
10310,train/policy_loss,2.6277575492858887
10320,train/policy_loss,2.5948798656463623
10330,train/policy_loss,2.5396926403045654
10340,train/policy_loss,2.7538599967956543
10350,train/policy_loss,2.811263084411621
10360,train/policy_loss,2.5988645553588867
10370,train/policy_loss,2.6747069358825684
10380,train/policy_loss,2.632697343826294
10390,train/policy_loss,2.5517053604125977
10400,train/policy_loss,2.5857419967651367
10410,train/policy_loss,2.670926570892334
10420,train/policy_loss,2.6735591888427734
10430,train/policy_loss,2.6638541221618652
10440,train/policy_loss,2.690737247467041
10450,train/policy_loss,2.631974935531616
10460,train/policy_loss,2.664320945739746
10470,train/policy_loss,2.6548874378204346
10480,train/policy_loss,2.4978790283203125
10490,train/policy_loss,2.7809267044067383
10500,train/policy_loss,2.6350061893463135
10510,train/policy_loss,2.7067885398864746
10520,train/policy_loss,2.6551156044006348
10530,train/policy_loss,2.595465898513794
10540,train/policy_loss,2.528933048248291
10550,train/policy_loss,2.541142702102661
10560,train/policy_loss,2.6366944313049316
10570,train/policy_loss,2.648041248321533
10580,train/policy_loss,2.6743154525756836
10590,train/policy_loss,2.7382712364196777
10600,train/policy_loss,2.5464179515838623
10610,train/policy_loss,2.738068103790283
10620,train/policy_loss,2.551959753036499
10630,train/policy_loss,2.756674289703369
10640,train/policy_loss,2.788611888885498
10650,train/policy_loss,2.6986026763916016
10660,train/policy_loss,2.7524092197418213
10670,train/policy_loss,2.686035394668579
10680,train/policy_loss,2.578464984893799
10690,train/policy_loss,2.78361177444458
10700,train/policy_loss,2.6554908752441406
10710,train/policy_loss,2.6512746810913086
10720,train/policy_loss,2.7022669315338135
10730,train/policy_loss,2.58480167388916
10740,train/policy_loss,2.6954293251037598
10750,train/policy_loss,2.706355094909668
10760,train/policy_loss,2.724181890487671
10770,train/policy_loss,2.6721019744873047
10780,train/policy_loss,2.653409004211426
10790,train/policy_loss,2.6699252128601074
10800,train/policy_loss,2.604025363922119
10810,train/policy_loss,2.574244976043701
10820,train/policy_loss,2.8121392726898193
10830,train/policy_loss,2.695024251937866
10840,train/policy_loss,2.6450157165527344
10850,train/policy_loss,2.636215925216675
10860,train/policy_loss,2.7301437854766846
10870,train/policy_loss,2.7003579139709473
10880,train/policy_loss,2.6643426418304443
10890,train/policy_loss,2.670806407928467
10900,train/policy_loss,2.6175484657287598
10910,train/policy_loss,2.6398873329162598
10920,train/policy_loss,2.670952796936035
10930,train/policy_loss,2.5902678966522217
10940,train/policy_loss,2.582404375076294
10950,train/policy_loss,2.6112568378448486
10960,train/policy_loss,2.6592507362365723
10970,train/policy_loss,2.661914110183716
10980,train/policy_loss,2.5794591903686523
10990,train/policy_loss,2.6889357566833496
11000,train/policy_loss,2.615501880645752
11010,train/policy_loss,2.5299010276794434
11020,train/policy_loss,2.599135398864746
11030,train/policy_loss,2.6625583171844482
11040,train/policy_loss,2.6057870388031006
11050,train/policy_loss,2.6691431999206543
11060,train/policy_loss,2.7453320026397705
11070,train/policy_loss,2.6255035400390625
11080,train/policy_loss,2.7064757347106934
11090,train/policy_loss,2.6865878105163574
11100,train/policy_loss,2.656210422515869
11110,train/policy_loss,2.723810911178589
11120,train/policy_loss,2.8211851119995117
11130,train/policy_loss,2.616940975189209
11140,train/policy_loss,2.706088066101074
11150,train/policy_loss,2.8202056884765625
11160,train/policy_loss,2.7828736305236816
11170,train/policy_loss,2.6892924308776855
11180,train/policy_loss,2.7259702682495117
11190,train/policy_loss,2.616574287414551
11200,train/policy_loss,2.7391819953918457
11210,train/policy_loss,2.7319722175598145
11220,train/policy_loss,2.6225438117980957
11230,train/policy_loss,2.7275407314300537
11240,train/policy_loss,2.733180522918701
11250,train/policy_loss,2.6179189682006836
11260,train/policy_loss,2.5719830989837646
11270,train/policy_loss,2.526313066482544
11280,train/policy_loss,2.6248464584350586
11290,train/policy_loss,2.672948122024536
11300,train/policy_loss,2.615041494369507
11310,train/policy_loss,2.754563808441162
11320,train/policy_loss,2.5751020908355713
11330,train/policy_loss,2.6129026412963867
11340,train/policy_loss,2.7451672554016113
11350,train/policy_loss,2.7009410858154297
11360,train/policy_loss,2.686236619949341
11370,train/policy_loss,2.6169791221618652
11380,train/policy_loss,2.6731460094451904
11390,train/policy_loss,2.66087007522583
11400,train/policy_loss,2.668883800506592
11410,train/policy_loss,2.6957554817199707
11420,train/policy_loss,2.765122413635254
11430,train/policy_loss,2.6516618728637695
11440,train/policy_loss,2.658027410507202
11450,train/policy_loss,2.6198983192443848
11460,train/policy_loss,2.5988752841949463
11470,train/policy_loss,2.723663806915283
11480,train/policy_loss,2.6524109840393066
11490,train/policy_loss,2.5820980072021484
11500,train/policy_loss,2.7547788619995117
11510,train/policy_loss,2.6194310188293457
11520,train/policy_loss,2.6479835510253906
11530,train/policy_loss,2.670668125152588
11540,train/policy_loss,2.620553970336914
11550,train/policy_loss,2.67716121673584
11560,train/policy_loss,2.698232889175415
11570,train/policy_loss,2.6928248405456543
11580,train/policy_loss,2.661482810974121
11590,train/policy_loss,2.65474271774292
11600,train/policy_loss,2.7004148960113525
11610,train/policy_loss,2.663774013519287
11620,train/policy_loss,2.6185836791992188
11630,train/policy_loss,2.670269012451172
10,train/policy_top5_accuracy,0.44140625
20,train/policy_top5_accuracy,0.478515625
30,train/policy_top5_accuracy,0.4453125
40,train/policy_top5_accuracy,0.4365234375
50,train/policy_top5_accuracy,0.4375
60,train/policy_top5_accuracy,0.4453125
70,train/policy_top5_accuracy,0.5406250357627869
80,train/policy_top5_accuracy,0.5224609375
90,train/policy_top5_accuracy,0.5380859375
100,train/policy_top5_accuracy,0.5400390625
110,train/policy_top5_accuracy,0.5576171875
120,train/policy_top5_accuracy,0.560546875
130,train/policy_top5_accuracy,0.5439453125
140,train/policy_top5_accuracy,0.5400390625
150,train/policy_top5_accuracy,0.583984375
160,train/policy_top5_accuracy,0.5322265625
170,train/policy_top5_accuracy,0.548828125
180,train/policy_top5_accuracy,0.5693359375
190,train/policy_top5_accuracy,0.556640625
200,train/policy_top5_accuracy,0.5712890625
210,train/policy_top5_accuracy,0.5341796875
220,train/policy_top5_accuracy,0.5166015625
230,train/policy_top5_accuracy,0.53515625
240,train/policy_top5_accuracy,0.5146484375
250,train/policy_top5_accuracy,0.517578125
260,train/policy_top5_accuracy,0.5244140625
270,train/policy_top5_accuracy,0.5380859375
280,train/policy_top5_accuracy,0.5498046875
290,train/policy_top5_accuracy,0.5244140625
300,train/policy_top5_accuracy,0.5087890625
310,train/policy_top5_accuracy,0.507614254951477
320,train/policy_top5_accuracy,0.544921875
330,train/policy_top5_accuracy,0.5478515625
340,train/policy_top5_accuracy,0.5166015625
350,train/policy_top5_accuracy,0.5380859375
360,train/policy_top5_accuracy,0.5703125
370,train/policy_top5_accuracy,0.5458984375
380,train/policy_top5_accuracy,0.568359375
390,train/policy_top5_accuracy,0.537109375
400,train/policy_top5_accuracy,0.5556640625
410,train/policy_top5_accuracy,0.546875
420,train/policy_top5_accuracy,0.564453125
430,train/policy_top5_accuracy,0.57421875
440,train/policy_top5_accuracy,0.576171875
450,train/policy_top5_accuracy,0.5693359375
460,train/policy_top5_accuracy,0.56640625
470,train/policy_top5_accuracy,0.5859375
480,train/policy_top5_accuracy,0.5859375
490,train/policy_top5_accuracy,0.568359375
500,train/policy_top5_accuracy,0.5546875
510,train/policy_top5_accuracy,0.5673828125
520,train/policy_top5_accuracy,0.568359375
530,train/policy_top5_accuracy,0.5732421875
540,train/policy_top5_accuracy,0.599609375
550,train/policy_top5_accuracy,0.556640625
560,train/policy_top5_accuracy,0.564453125
570,train/policy_top5_accuracy,0.578125
580,train/policy_top5_accuracy,0.5673828125
590,train/policy_top5_accuracy,0.5712890625
600,train/policy_top5_accuracy,0.5830078125
610,train/policy_top5_accuracy,0.5791015625
620,train/policy_top5_accuracy,0.5732421875
630,train/policy_top5_accuracy,0.56640625
640,train/policy_top5_accuracy,0.58203125
650,train/policy_top5_accuracy,0.587890625
660,train/policy_top5_accuracy,0.5859375
670,train/policy_top5_accuracy,0.5966796875
680,train/policy_top5_accuracy,0.5595703125
690,train/policy_top5_accuracy,0.5751953125
700,train/policy_top5_accuracy,0.6083984375
710,train/policy_top5_accuracy,0.5791015625
720,train/policy_top5_accuracy,0.58203125
730,train/policy_top5_accuracy,0.58984375
740,train/policy_top5_accuracy,0.60546875
750,train/policy_top5_accuracy,0.603515625
760,train/policy_top5_accuracy,0.62890625
770,train/policy_top5_accuracy,0.6005859375
780,train/policy_top5_accuracy,0.5830078125
790,train/policy_top5_accuracy,0.6025390625
800,train/policy_top5_accuracy,0.568359375
810,train/policy_top5_accuracy,0.5810546875
820,train/policy_top5_accuracy,0.619140625
830,train/policy_top5_accuracy,0.5986328125
840,train/policy_top5_accuracy,0.6064453125
850,train/policy_top5_accuracy,0.5654296875
860,train/policy_top5_accuracy,0.6025390625
870,train/policy_top5_accuracy,0.5986328125
880,train/policy_top5_accuracy,0.6142578125
890,train/policy_top5_accuracy,0.59375
900,train/policy_top5_accuracy,0.62890625
910,train/policy_top5_accuracy,0.6240234375
920,train/policy_top5_accuracy,0.6083984375
930,train/policy_top5_accuracy,0.6142578125
940,train/policy_top5_accuracy,0.6123046875
950,train/policy_top5_accuracy,0.60546875
960,train/policy_top5_accuracy,0.6005859375
970,train/policy_top5_accuracy,0.609375
980,train/policy_top5_accuracy,0.564453125
990,train/policy_top5_accuracy,0.6142578125
1000,train/policy_top5_accuracy,0.59765625
1010,train/policy_top5_accuracy,0.62109375
1020,train/policy_top5_accuracy,0.6259765625
1030,train/policy_top5_accuracy,0.6279296875
1040,train/policy_top5_accuracy,0.6376953125
1050,train/policy_top5_accuracy,0.6201171875
1060,train/policy_top5_accuracy,0.634765625
1070,train/policy_top5_accuracy,0.6015625
1080,train/policy_top5_accuracy,0.630859375
1090,train/policy_top5_accuracy,0.6123046875
1100,train/policy_top5_accuracy,0.640625
1110,train/policy_top5_accuracy,0.6474609375
1120,train/policy_top5_accuracy,0.626953125
1130,train/policy_top5_accuracy,0.640625
1140,train/policy_top5_accuracy,0.60546875
1150,train/policy_top5_accuracy,0.6044921875
1160,train/policy_top5_accuracy,0.609375
1170,train/policy_top5_accuracy,0.6494140625
1180,train/policy_top5_accuracy,0.625
1190,train/policy_top5_accuracy,0.6025390625
1200,train/policy_top5_accuracy,0.6103515625
1210,train/policy_top5_accuracy,0.6005859375
1220,train/policy_top5_accuracy,0.6357421875
1230,train/policy_top5_accuracy,0.6257745027542114
1240,train/policy_top5_accuracy,0.615234375
1250,train/policy_top5_accuracy,0.6064453125
1260,train/policy_top5_accuracy,0.6279296875
1270,train/policy_top5_accuracy,0.6015625
1280,train/policy_top5_accuracy,0.630859375
1290,train/policy_top5_accuracy,0.6005859375
1300,train/policy_top5_accuracy,0.6279296875
1310,train/policy_top5_accuracy,0.62109375
1320,train/policy_top5_accuracy,0.6181640625
1330,train/policy_top5_accuracy,0.6455078125
1340,train/policy_top5_accuracy,0.6357421875
1350,train/policy_top5_accuracy,0.6123046875
1360,train/policy_top5_accuracy,0.650390625
1370,train/policy_top5_accuracy,0.6015625
1380,train/policy_top5_accuracy,0.630859375
1390,train/policy_top5_accuracy,0.6337890625
1400,train/policy_top5_accuracy,0.6103515625
1410,train/policy_top5_accuracy,0.5888671875
1420,train/policy_top5_accuracy,0.6005859375
1430,train/policy_top5_accuracy,0.6357421875
1440,train/policy_top5_accuracy,0.62109375
1450,train/policy_top5_accuracy,0.6279296875
1460,train/policy_top5_accuracy,0.6640625
1470,train/policy_top5_accuracy,0.623046875
1480,train/policy_top5_accuracy,0.6552734375
1490,train/policy_top5_accuracy,0.640625
1500,train/policy_top5_accuracy,0.638671875
1510,train/policy_top5_accuracy,0.6396484375
1520,train/policy_top5_accuracy,0.658203125
1530,train/policy_top5_accuracy,0.6044921875
1540,train/policy_top5_accuracy,0.6435546875
1550,train/policy_top5_accuracy,0.63671875
1560,train/policy_top5_accuracy,0.67578125
1570,train/policy_top5_accuracy,0.642578125
1580,train/policy_top5_accuracy,0.6494140625
1590,train/policy_top5_accuracy,0.6201171875
1600,train/policy_top5_accuracy,0.607421875
1610,train/policy_top5_accuracy,0.658203125
1620,train/policy_top5_accuracy,0.6279296875
1630,train/policy_top5_accuracy,0.62890625
1640,train/policy_top5_accuracy,0.6552734375
1650,train/policy_top5_accuracy,0.666015625
1660,train/policy_top5_accuracy,0.6494140625
1670,train/policy_top5_accuracy,0.6298828125
1680,train/policy_top5_accuracy,0.62890625
1690,train/policy_top5_accuracy,0.6337890625
1700,train/policy_top5_accuracy,0.6376953125
1710,train/policy_top5_accuracy,0.6357421875
1720,train/policy_top5_accuracy,0.6513671875
1730,train/policy_top5_accuracy,0.65234375
1740,train/policy_top5_accuracy,0.6103515625
1750,train/policy_top5_accuracy,0.6357421875
