iteration,accepted,iteration_time_s,replay_buffer_positions,replay_buffer_iterations,train_approx_identity_check,train_ce_minus_policy_entropy,train_grad_norm,train_kl_divergence,train_ownership_accuracy,train_ownership_loss,train_policy_accuracy,train_policy_cross_entropy,train_policy_entropy,train_policy_loss,train_policy_top5_accuracy,train_score_loss,train_step_skip_rate,train_target_entropy,train_total_loss,train_value_loss,train_value_mse,selfplay_avg_game_length,selfplay_avg_num_legal,selfplay_avg_policy_entropy,selfplay_avg_redundancy,selfplay_avg_root_q,selfplay_avg_top1_prob,selfplay_games_per_minute,selfplay_generation_time,selfplay_num_games,selfplay_num_positions,selfplay_p0_wins,selfplay_p1_wins,selfplay_unique_positions,eval_vs_previous_best_avg_game_length,eval_vs_previous_best_avg_loss_margin,eval_vs_previous_best_avg_model_score_margin,eval_vs_previous_best_avg_score_diff,eval_vs_previous_best_avg_win_margin,eval_vs_previous_best_baseline_wins,eval_vs_previous_best_model_wins,eval_vs_previous_best_ties,eval_vs_previous_best_total_games,eval_vs_previous_best_win_rate,applied_adaptive_games_anti_thrash_bounds,applied_adaptive_games_anti_thrash_prev,applied_adaptive_games_avg_len_est,applied_adaptive_games_clamp_high,applied_adaptive_games_clamp_low,applied_adaptive_games_fill_mode,applied_adaptive_games_games_needed,applied_adaptive_games_games_this_iter,applied_adaptive_games_max_size,applied_adaptive_games_scheduled_games,applied_adaptive_games_scheduled_window_iters,applied_adaptive_games_target_pos_iter,applied_adaptive_games_warnings,applied_replay_max_size,applied_replay_newest_fraction,applied_replay_recency_window,applied_replay_window_iterations,applied_selfplay_cpuct,applied_selfplay_dirichlet_alpha,applied_selfplay_dynamic_score_utility_weight,applied_selfplay_games,applied_selfplay_noise_weight,applied_selfplay_parallel_leaves,applied_selfplay_policy_target_mode,applied_selfplay_q_value_weight,applied_selfplay_simulations,applied_selfplay_static_score_utility_weight,applied_selfplay_temperature,applied_training_amp_dtype,applied_training_batch_size,applied_training_lr,applied_training_q_value_weight
10,True,1965.8894748687744,295202,8,,,0.5299373978286758,0.2346601080065383,0.8417239228361532,0.32239190489053726,0.462193372722407,,3.2114083332226686,3.211358614882132,0.6647887489849463,3.604860619494789,0.0,,3.950520399817847,0.3303169223262851,0.3303169223262851,41.34806034482759,130.79377715651017,2.991238263846169,0.0966038528511149,-0.016493649326186684,0.287617017843319,32.341814789907055,1721.6102547645569,928,38371,501,427,34598,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[846, 1036]",941,40.4305,1080,810,False,928,928,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,928,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
11,True,1929.5191876888275,296367,8,,,0.5280735745244705,0.22592947579055245,0.8464460503519251,0.31718241532197156,0.46493035621857376,,3.248416975642858,3.2484069397386985,0.6636382790094011,3.5913330249572066,0.0,,3.995769229274564,0.3406516222025125,0.3406516222025125,41.53980370774264,128.07003855159954,2.9495493462720304,0.10081848984816427,-0.024037624475116207,0.2958623730594206,32.23852159132208,1706.6539433002472,917,38092,506,411,34193,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[835, 1021]",928,40.908,1080,810,False,917,917,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,917,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
12,True,1940.4334654808044,297948,8,,,0.5690310124530277,0.2179308434976126,0.8520571891941242,0.3104758948754909,0.4705187544893863,,3.24554400123767,3.245332568439085,0.6660769662972706,3.5628298610004023,0.0,,3.997376593191232,0.34918965082337605,0.34918965082337605,41.719162995594715,126.2833820543322,2.9113868548258477,0.10241903474601004,-0.02443150141809462,0.3020884832133673,31.848203900461396,1710.6145191192627,908,37881,502,406,33932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[825, 1009]",917,41.302,1080,810,False,908,908,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,908,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
13,True,1979.8459775447845,300282,8,,,0.5445587627865649,0.21431460016303594,0.857609087228775,0.30359477947155633,0.4811797896469081,,3.2033892454924406,3.2032251936418037,0.6759569886657927,3.5167293548583984,0.0,,3.9506695464805324,0.35023219552305007,0.35023219552305007,41.737541528239205,124.94458177500378,2.900422254611201,0.10423225241774536,-0.029005663114761708,0.30527737805716304,31.95352698342336,1695.5874707698822,903,37689,502,401,33688,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[817, 999]",908,41.5357,1080,810,False,903,903,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,903,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
14,True,1993.3748862743378,302492,8,,,0.5675128782237018,0.20960948423103049,0.8619299942696537,0.2981315594580438,0.49285683885768605,,3.1516245974434747,3.151742720162427,0.6884519889398857,3.4665362592096685,0.0,,3.8913951180599353,0.34827903547772654,0.34827903547772654,41.72807991120977,125.76693947551635,2.8766675203680148,0.10358420256573146,-0.03194641613138271,0.3102841778261592,31.790737914746924,1700.495287179947,901,37597,487,414,33640,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[812, 994]",903,41.6655,1080,810,False,901,901,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,901,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
15,True,1972.545193195343,304188,8,,,0.6003856093795211,0.21045598967207801,0.8642841313724164,0.29476151499483316,0.5027476724099229,,3.1084086245960663,3.108354680626481,0.7011717685946712,3.422559687826369,0.0,,3.8358180699525057,0.34099319588254995,0.34099319588254995,41.84649610678532,123.92199515180312,2.854674145610052,0.10794332336148922,-0.03404298699004681,0.3155876997685762,31.963460452846245,1687.5519495010376,899,37620,447,452,33485,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[810, 992]",901,41.7283,1080,810,False,899,899,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,899,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
16,True,1928.54722738266,303708,8,,,0.554953670832846,0.21630939344565075,0.864760481869733,0.29405912260214484,0.5072079462033731,,3.0790846833476313,3.0790483660168118,0.7095491430273762,3.401104250219133,0.0,,3.7957076183071843,0.3324399547996344,0.3324399547996344,42.16035634743875,122.7175144534202,2.8337137502693137,0.11096906811444526,-0.039196888253504966,0.3200938447584047,32.99205409467125,1633.1205036640167,898,37860,488,410,33576,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[809, 989]",899,41.7707,1080,810,False,898,898,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,898,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
17,True,1965.7734360694885,302713,8,,,0.5536560003404264,0.22260932916844334,0.8641299175995367,0.29468415396081077,0.5115320541792445,,3.052839460637834,3.0527997657104775,0.7164391212993197,3.387668776512146,0.0,,3.761385683218638,0.3256164212469701,0.3256164212469701,42.014525139664805,121.68978548445348,2.805880956311957,0.11040981807705723,-0.041041414988202754,0.326229740209492,31.998393057996953,1678.2092745304108,895,37603,482,413,33382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[808, 988]",898,41.9116,1080,810,False,895,895,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,895,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
18,True,1970.6055710315704,301778,8,,,0.5506677916756382,0.22881636114584075,0.8632540006328512,0.29549966471062766,0.5142537702012946,,3.0335988283157347,3.0334655470318266,0.7213431032719435,3.380338782734341,0.0,,3.7328278320807,0.31700345735858987,0.31700345735858987,41.921612541993284,121.78446393238524,2.7903880624819406,0.10958197163933948,-0.04616178155141273,0.3298600610195237,31.87859687136175,1680.7515153884888,893,37436,492,401,33257,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[805, 985]",895,42.0071,1080,810,False,893,893,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,893,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
19,True,1991.7560274600983,301405,8,,,0.5244063185872856,0.23523887622135656,0.8625076718904354,0.29638487216499115,0.5151585264890282,,3.0193228840827944,3.0192324351381377,0.7265078210168414,3.376504456113886,0.0,,3.7115755372577244,0.3102349246541659,0.3102349246541659,42.23852183650616,120.98392932961218,2.769999064534656,0.11343029491031281,-0.04661615648368669,0.33534861143052064,31.339577627188955,1709.6592888832092,893,37719,489,404,33361,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[803, 983]",893,42.0322,1080,810,False,893,893,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,893,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
20,True,1992.452260017395,300965,8,,,0.5194998535845015,0.2399568844448637,0.8621646620609142,0.2967712881388488,0.5163041257747898,,3.003748674304397,3.0037241017376934,0.7300318500509968,3.3649975295420047,0.0,,3.687208641458441,0.3024690998097261,0.3024690998097261,41.974215246636774,122.12968667310214,2.744401505340955,0.11087830823405682,-0.045851034834572806,0.3397104297822045,31.402415733171104,1704.3274776935577,892,37441,498,394,33213,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[803, 983]",893,42.0582,1080,810,False,892,892,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,892,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
21,True,1982.4277665615082,300834,8,,,0.5139899929916416,0.24601404344042144,0.862028517877614,0.29682400684665755,0.5181242766203704,,2.9880216978214404,2.9879135763203655,0.7344007437979734,3.36440746916665,0.0,,3.667312831348843,0.29843490901920533,0.29843490901920533,42.10538116591928,121.69390315411786,2.72554274666591,0.10970569652354076,-0.04687596641094594,0.34359457952995465,31.435712361267885,1702.5222582817078,892,37558,504,388,33360,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[802, 982]",892,42.0448,1080,810,False,892,892,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,892,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
22,True,1982.9968757629395,300592,8,,,0.4868085328627516,0.25116191462234216,0.8621367646588219,0.2966931741546701,0.5184577759769229,,2.9751547385145116,2.975231324301826,0.738226890232828,3.3564463818514785,0.0,,3.644846795223377,0.2894668531914552,0.2894668531914552,41.92480359147026,121.99962426554877,2.715845937789928,0.10691534395422903,-0.045663349632843214,0.34592877291166013,31.595461727940148,1692.0151526927948,891,37355,508,383,33287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[802, 982]",892,42.106,1080,810,False,891,891,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,891,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
23,True,1995.2930328845978,300648,8,,,0.4944479868367866,0.2566735950333101,0.8620931599979047,0.29662788758675257,0.5193042364385393,,2.9617782058539213,2.9616964909765455,0.7406456375563586,3.356058684101811,0.0,,3.625579049852159,0.28378251791000364,0.28378251791000364,42.19036954087346,120.0087412891555,2.677715950530015,0.11189025979053209,-0.050453520275992654,0.35404430681215393,31.395576389284408,1706.6098527908325,893,37676,514,379,33381,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[801, 981]",891,42.0015,1080,810,False,893,893,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,893,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
24,True,1982.9048705101013,300326,8,,,0.4769879761117476,0.25848969607441513,0.8620373603370455,0.2965722510660136,0.5220738229928192,,2.9414129734039305,2.94117437115422,0.7447993259738993,3.3556620474214904,0.0,,3.598271862224296,0.27704545058034086,0.27704545058034086,42.082959641255606,120.85128942702895,2.6724662742592855,0.11024244698548535,-0.04633104830857555,0.35658999948119263,31.4158205381139,1703.6002588272095,892,37538,476,416,33325,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[803, 983]",893,42.0735,1080,810,False,892,892,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.1,892,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
25,True,1987.274752855301,300306,8,,,0.4570007327530119,0.26192817533457724,0.8621274441480636,0.2964002777028967,0.5240635425956162,,2.9281845525459005,2.9278190550980745,0.7492975771427155,3.3531567260071085,0.0,,3.5795909298790827,0.2719961578371348,0.2719961578371348,42.13340807174888,122.85728909516516,2.671162401650949,0.10960858212969918,-0.0491979214471887,0.35758769548320885,31.4790024614909,1700.1809401512146,892,37583,497,395,33395,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[802, 982]",892,42.066,1080,810,False,892,892,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,892,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
26,True,1999.547506570816,300482,8,,,0.46642872260676493,0.2652989763904501,0.862146966987186,0.2964225658112102,0.525993264052603,,2.917021248517213,2.9170656186562995,0.752891922769723,3.355251778938152,0.0,,3.5616461356480915,0.26459196295451237,0.26459196295451237,42.26067415730337,122.28804736260511,2.6602636219810365,0.11180795229809413,-0.048827416339097034,0.3606816247319938,31.036814616970364,1720.5373895168304,890,37612,501,389,33336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[802, 982]",892,42.1356,1080,810,False,890,890,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,890,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
27,True,2001.0296740531921,300356,8,,,0.45673600446294854,0.2683276695233804,0.8620568818516201,0.2965920250172968,0.5269908897302769,,2.9106597918051262,2.910623173801987,0.7560124549600813,3.3555624780831517,0.0,,3.5499828312132093,0.2593146052625444,0.2593146052625444,42.23932584269663,123.63040264837866,2.674000266228628,0.11475735208290665,-0.050046294244730054,0.3570186971866394,31.140804220531223,1714.7919373512268,890,37593,482,408,33201,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[801, 980]",890,42.159,1080,810,False,890,890,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,890,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
28,True,1992.3866505622864,300548,8,,,0.459268006461638,0.2700095316602124,0.862020957911456,0.29674437818703825,0.5299090882142385,,2.903882145881653,2.903703809226001,0.7599475336295587,3.363755919756713,0.0,,3.541493994659848,0.256902936073365,0.256902936073365,42.3318335208099,125.01915066722236,2.682958948289428,0.11577071529505563,-0.04948723242798569,0.35881272702154077,31.14814889119041,1712.4613146781921,889,37633,512,377,33202,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[801, 980]",890,42.2111,1080,810,False,889,889,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,889,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
29,True,1996.5984151363373,300656,8,,,0.45708127049384295,0.27188502585998287,0.8620465646187464,0.2967496498315423,0.5311156428522534,,2.8988128542900085,2.8988826248380875,0.7622399025493198,3.362261872379868,0.0,,3.529786517884996,0.25016526182492577,0.25016526182492577,42.416666666666664,124.16630284978976,2.664222763211231,0.1181476559507539,-0.04762792523536409,0.3624663942598084,31.177125940619963,1708.945208787918,888,37666,501,387,33149,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[800, 978]",889,42.2773,1080,810,False,888,888,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,888,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
30,True,1976.7040469646454,300717,8,,,0.43625566998013743,0.2720552022534388,0.8619022830768868,0.2970609762050488,0.5353949652777777,,2.8903466083385325,2.889916995719627,0.7661162599369331,3.36142098903656,0.0,,3.5184803190054716,0.24786207675933838,0.24786207675933838,42.230248306997744,124.5440032978215,2.6461732100977606,0.1127284526078912,-0.04881558999891827,0.36559811406461645,31.342037036648396,1696.12459897995,886,37416,503,383,33127,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[799, 977]",888,42.3293,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
31,True,1959.850602388382,300491,8,,,0.42863487281181195,0.2744573217575197,0.8617417420502063,0.29724777876226993,0.5370894820601853,,2.894228915815,2.894270165761312,0.7685061785909865,3.364490360683865,0.0,,3.520882619310308,0.24557625411285294,0.24557625411285294,42.2686230248307,126.72428063555698,2.676711286484842,0.11460616590035891,-0.04903055329556999,0.3596951728252875,31.936768938954273,1664.5390803813934,886,37450,499,387,33078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.3262,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.2,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
32,True,2273.9373438358307,300397,8,,,0.4239743787933279,0.2750168969509778,0.8618616786268023,0.2971945110294554,0.5404805368847316,,2.891176528400845,2.8907480116243716,0.770586958748323,3.3612059284139564,0.0,,3.5138356389822785,0.24238785226587894,0.24238785226587894,42.214205186020294,126.96399947994766,2.662867872028903,0.11162991017905463,-0.047248511096858015,0.36305592240315965,31.028667391986477,1715.1880655288696,887,37444,495,392,33190,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.3052,1080,810,False,887,887,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.24,887,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
33,True,2079.082505941391,300354,8,,,0.4509890011063329,0.2763770875555498,0.8617882130322634,0.2973996140338756,0.5414166751835081,,2.893155336821521,2.8932060299096287,0.7734717541270786,3.3630361367155004,0.0,,3.5168676879670886,0.24274809600578415,0.24274809600578415,42.27477477477478,127.82544824053305,2.659686946526627,0.1143161256653479,-0.05353712093254701,0.3647882419609136,30.795676612141765,1730.1129853725433,888,37540,489,399,33176,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[798, 976]",887,42.2377,1080,810,False,888,888,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.24,888,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
